amount,time,location,device,frequency,amount_ratio,is_new_location,is_new_device,is_fraud
4873,2,Bangalore,Web,2,0.3237658627333732,0,0,0
35272,3,Bangalore,Web,6,1.016308419293494,1,1,0
50948,10,Mumbai,iOS,6,5.540837411636759,1,0,1
54991,15,Mumbai,Android,7,1.2822001492258908,0,0,0
31409,10,Mumbai,Android,6,0.8417484054242376,1,0,0
1066,1,Mumbai,Android,9,0.027326326582927454,1,1,0
38543,8,Mumbai,iOS,10,0.7905932064325566,1,1,0
45534,2,Mumbai,Android,3,0.9550717342058898,0,0,0
58276,3,Mumbai,iOS,9,1.8121210236636711,0,0,0
46922,7,Kolkata,Android,7,2.694498679223613,0,1,0
39860,4,Bangalore,Android,4,3.8940992575224698,0,1,0
22777,9,Delhi,Web,10,0.5823234647440814,1,0,0
25296,18,Bangalore,Web,10,1.0515026811323107,0,0,0
29919,8,Mumbai,Web,2,0.946833760562043,1,1,0
57235,11,Delhi,iOS,2,3.780632802695026,1,0,0
6280,19,Kolkata,iOS,5,0.13149629381464886,0,0,0
13281,5,Bangalore,iOS,7,3.082869080779944,0,1,0
16599,3,Delhi,iOS,7,6.3066109422492405,0,0,0
52322,3,Mumbai,Web,4,1.4486405670302895,1,1,0
26776,9,Delhi,Android,2,1.04597835852963,1,0,0
20139,23,Delhi,iOS,1,0.4107401439905366,0,1,1
363,15,Mumbai,Web,7,0.13966910350134668,1,1,0
24685,16,Mumbai,Web,1,1.7981497668997668,0,0,0
28941,15,Kolkata,iOS,7,2.3141691987845836,0,1,0
25581,23,Kolkata,Web,8,0.7186279742674945,0,1,1
51883,13,Mumbai,Android,3,1.9255864014251782,0,0,0
15089,14,Delhi,iOS,3,1.895841186078653,1,1,0
28989,8,Kolkata,Web,3,4.595592897907419,1,0,0
3884,17,Kolkata,iOS,10,1.0332535248736365,1,1,0
26279,19,Kolkata,iOS,5,4.65692007797271,0,1,0
41448,11,Kolkata,Web,5,0.8743012635264834,0,0,0
35522,7,Mumbai,Web,9,1.6325949076201858,1,0,0
31305,23,Kolkata,Android,3,1.4822443181818181,1,0,0
18678,5,Bangalore,iOS,7,0.6166187976626721,1,0,0
31330,18,Mumbai,Web,8,0.683419496978819,1,0,0
22729,20,Bangalore,Android,10,0.5540010237160894,0,1,0
42313,11,Mumbai,Android,3,2.870040018992064,1,0,0
55473,7,Mumbai,Android,4,9.26093489148581,1,0,1
24240,8,Bangalore,iOS,2,11.337698783910197,0,1,1
29065,16,Mumbai,iOS,5,0.609853333053568,1,1,0
48998,16,Delhi,Web,6,16.648997621474685,1,1,1
23971,5,Kolkata,Web,9,0.8980929901464914,1,0,0
1529,10,Bangalore,iOS,4,0.04617661270838367,1,1,0
58626,5,Kolkata,iOS,6,1.4927813001298602,1,0,0
33666,21,Bangalore,iOS,8,0.7477843672952622,1,0,0
3981,22,Bangalore,Web,4,0.5128172098415561,0,1,0
24859,20,Mumbai,Android,1,1.8512809055704498,1,1,0
50917,15,Mumbai,Android,7,1.5980979881359656,0,1,0
52804,9,Kolkata,Web,5,1.2541326239787194,0,1,0
9833,21,Mumbai,iOS,8,0.6392952343800793,0,1,0
7422,12,Kolkata,Android,10,0.22915894775842904,0,0,0
6432,10,Bangalore,Android,7,0.15553513565797747,0,0,0
55065,21,Bangalore,Android,10,1.7272042909569962,0,0,0
38784,2,Bangalore,iOS,4,5.042777272136263,0,0,0
58550,3,Kolkata,Web,3,1.9393839019542896,1,0,0
4635,6,Delhi,iOS,9,0.31838164583047124,1,1,0
1780,12,Delhi,iOS,4,0.044841919637233905,1,1,0
707,16,Mumbai,Android,8,0.051863262910798125,0,0,0
18557,9,Kolkata,Android,2,1.929804492512479,1,1,0
48995,11,Mumbai,Web,6,7.144211140274132,1,0,1
7530,19,Bangalore,Web,9,0.16150480439258752,1,0,0
57280,0,Bangalore,iOS,6,1.1595611158346493,0,1,0
42663,22,Mumbai,Web,6,1.1837023472615282,0,0,0
12243,15,Delhi,Android,3,0.34558387670420865,0,1,0
56065,4,Kolkata,iOS,1,6.087404994571118,1,1,1
45539,21,Delhi,iOS,6,15.933869839048285,1,0,1
15166,14,Bangalore,Android,2,2.62842287694974,0,0,0
18490,15,Bangalore,Web,8,0.7088636712160712,0,1,0
1173,3,Bangalore,Web,5,0.04233739984118964,0,1,0
24485,21,Mumbai,Web,4,0.5957565877515268,0,0,0
41347,0,Bangalore,iOS,3,2.6732398008663605,1,1,0
51014,12,Delhi,iOS,2,56.99888268156425,1,1,1
10402,6,Delhi,iOS,7,0.21312516647202245,1,0,0
24784,17,Mumbai,iOS,10,0.5476037915110806,0,1,0
30712,14,Bangalore,Web,9,0.7259490379615184,1,0,0
6040,14,Bangalore,iOS,4,0.19549456240290006,0,0,0
34349,19,Bangalore,Web,9,1.392677586766137,0,1,0
29555,18,Mumbai,iOS,4,0.6486480554823983,0,1,0
54522,11,Bangalore,Android,5,8.358424038019317,1,0,1
50427,3,Mumbai,iOS,1,1.663653459140246,1,0,0
49958,7,Mumbai,Web,1,1.546830975013159,0,0,0
16588,15,Kolkata,Web,2,0.4508711369628442,1,0,0
4410,8,Bangalore,Web,1,0.11249139096497716,1,0,0
16348,18,Bangalore,iOS,10,0.6497873524384912,0,1,0
23466,6,Bangalore,Android,4,0.6004759589549374,1,1,0
47156,20,Bangalore,Web,7,1.4386478735737385,0,1,0
43931,3,Delhi,Web,1,3.426755070202808,1,1,0
57851,10,Mumbai,iOS,4,6.680254041570439,1,1,1
18341,22,Delhi,iOS,10,5.179610279582039,0,0,0
48835,16,Bangalore,Web,2,1.266960695291218,1,1,0
27920,14,Bangalore,iOS,2,3.7431291057782543,1,0,0
15742,4,Bangalore,Android,6,0.4555899632448702,1,1,0
36936,21,Mumbai,iOS,5,1.3184365518472247,0,1,0
14496,15,Bangalore,iOS,9,0.5459064547714092,0,0,0
56941,14,Mumbai,Web,8,1.5839824190497385,0,0,0
20558,7,Delhi,Web,8,0.7848362220355807,0,0,0
52220,14,Mumbai,Web,4,1.3471261995666082,0,0,0
15673,17,Mumbai,Android,2,0.3141133557800225,0,0,0
51888,16,Delhi,Android,6,1.3238085518930502,1,0,0
51888,12,Mumbai,iOS,3,1.5078461001976056,1,0,0
42847,13,Mumbai,iOS,6,1.0909206640187392,0,0,0
27062,16,Kolkata,iOS,10,10.485083301046107,0,0,1
2683,3,Bangalore,Android,6,0.09434227645135201,1,1,0
32152,7,Delhi,iOS,4,2.1333687213854424,0,0,0
26013,15,Delhi,Web,1,1.2046959662853702,0,1,0
39048,10,Mumbai,Web,1,1.1193028722123488,1,1,0
31062,22,Bangalore,Web,5,0.7045134951236108,0,1,0
57885,3,Kolkata,iOS,10,1.6410103759142711,0,1,0
29988,18,Bangalore,Web,7,1.0394093792242902,1,0,0
13856,4,Delhi,Web,6,4.024397327911705,1,1,0
40259,8,Delhi,Android,2,11.450227531285552,0,1,1
33200,14,Bangalore,iOS,8,11.487889273356402,0,1,1
23536,18,Kolkata,iOS,9,3.2530753282653766,1,1,0
53044,5,Delhi,Web,9,3.2958866658382004,0,0,0
39506,16,Mumbai,Web,10,6.119268897149938,1,0,1
31682,10,Mumbai,iOS,6,1.5375133456274872,0,1,0
22832,21,Delhi,iOS,5,0.5109430246609676,0,1,0
27107,16,Delhi,iOS,1,0.7416415868673051,0,1,0
39430,4,Bangalore,Web,7,17.04712494595763,1,1,1
49861,11,Delhi,Android,4,1.8562600052120175,0,1,0
11336,15,Mumbai,Web,9,10.094390026714159,0,0,1
2077,15,Mumbai,Android,5,0.05244684611888289,0,1,0
10523,23,Mumbai,Web,9,0.7473190824515304,0,1,1
45988,1,Bangalore,Android,2,1.8530099121605286,0,1,0
45374,17,Delhi,Android,3,0.9601337339709679,1,0,0
47556,2,Kolkata,iOS,8,0.9799905207410308,0,0,0
56376,17,Delhi,iOS,3,9.673301304049417,1,1,1
42207,8,Delhi,Android,6,1.798798158881691,1,1,0
1063,12,Kolkata,iOS,9,0.0879239040529363,1,0,0
56517,19,Kolkata,Android,6,1.393142378229146,0,0,0
44427,22,Bangalore,Android,5,1.2169113618932836,1,1,0
396,0,Delhi,Web,4,0.01125767568796907,1,1,0
50362,8,Bangalore,Web,4,6.475761861900476,1,0,1
41654,0,Delhi,Web,8,1.1809032404388626,1,1,0
6615,21,Kolkata,Web,4,0.16510670160988394,1,1,0
33903,20,Delhi,Android,9,1.6873880151304002,1,0,0
50768,1,Mumbai,Android,9,18.733579335793358,0,1,1
58976,17,Delhi,iOS,6,11.462779397473275,1,0,1
22690,11,Bangalore,Web,2,1.535078817400717,0,0,0
39343,2,Kolkata,iOS,7,3.1810316946959896,1,0,0
45895,10,Bangalore,iOS,2,6.4423076923076925,1,1,1
17911,17,Kolkata,Android,1,2.683697932274498,0,1,0
26993,1,Kolkata,iOS,5,5.181992704933768,1,1,1
26965,3,Kolkata,Android,4,0.711609004301586,1,1,0
26321,17,Mumbai,Web,7,0.6210712600283153,0,0,0
25169,10,Bangalore,Android,3,1.084216421125183,0,0,0
3293,2,Mumbai,iOS,2,0.06835779378490026,0,1,0
53449,3,Kolkata,iOS,2,2.614665883964387,1,0,0
46643,4,Kolkata,Web,5,1.42525820448573,1,1,0
59858,2,Mumbai,Android,1,1.291211872815911,1,0,0
36689,1,Mumbai,Android,4,0.9848867174916783,0,1,0
34512,2,Mumbai,Web,10,0.9896481518653399,0,1,0
23676,13,Kolkata,Android,8,3.1767073661612772,0,1,0
7235,19,Mumbai,Web,1,1.3679334467763282,0,1,0
18594,20,Kolkata,Web,1,0.39113971980310486,0,1,0
6846,8,Mumbai,Android,3,0.25230338320925777,1,1,0
46863,11,Kolkata,iOS,9,2.260527712121943,0,0,0
34865,1,Mumbai,Android,1,0.8257347890959903,0,1,0
55187,15,Delhi,Web,7,2.198772859476473,1,1,0
8222,9,Kolkata,Web,2,0.31083890968205363,0,1,0
52607,10,Delhi,iOS,9,1.884474853130821,1,0,0
2586,3,Mumbai,iOS,9,0.12057630437823472,0,1,0
14665,14,Kolkata,iOS,6,0.6514592865710097,1,1,0
58157,5,Kolkata,Web,5,9.009604957397366,0,0,0
53624,15,Delhi,iOS,3,54.11099899091826,0,1,1
18381,14,Bangalore,Android,8,2.2244947355681957,1,0,0
54313,16,Delhi,Android,5,1.2265808491418249,1,1,0
41584,8,Kolkata,iOS,5,0.9424349560329979,0,1,0
24599,3,Bangalore,Android,5,0.8233148135752059,0,1,0
46466,21,Bangalore,Android,10,1.5189434801085286,0,1,0
55811,5,Bangalore,Android,1,2.249355150733516,1,0,0
57466,14,Delhi,Android,5,4.781263000249605,1,1,0
28312,10,Mumbai,iOS,3,9.150614091790562,1,1,1
2574,6,Kolkata,iOS,9,0.21241128899158276,0,0,0
42872,3,Bangalore,iOS,4,8.976549413735343,1,1,1
20880,16,Kolkata,iOS,4,0.8105275416327006,1,0,0
59293,22,Kolkata,Android,2,10.182551949167095,1,1,1
4933,10,Bangalore,Android,9,0.1701738650476059,1,0,0
15581,9,Bangalore,Android,10,5.009967845659164,0,0,0
7340,2,Delhi,iOS,6,0.15802617981398553,1,0,0
46552,8,Bangalore,Web,5,1.1695307004321174,1,0,0
7095,7,Delhi,Android,9,0.31350801997260397,1,1,0
17127,3,Bangalore,iOS,2,1.2585978835978835,1,1,0
47403,12,Kolkata,iOS,3,1.675846708619105,0,0,0
12976,8,Mumbai,iOS,2,0.5232680054843133,1,1,0
41796,23,Kolkata,Web,5,8.745762711864407,1,1,1
37613,16,Kolkata,iOS,8,2.581891817682592,1,0,0
51029,2,Bangalore,Web,4,1.69087776268266,1,0,0
7092,9,Kolkata,Web,4,0.2962777290387267,1,1,0
25296,20,Kolkata,Android,10,3.2097449562238296,0,0,0
34528,16,Kolkata,Android,8,0.8366570549322736,0,0,0
42573,23,Delhi,Web,6,23.037337662337663,0,0,1
541,16,Kolkata,Android,9,0.011598242040947582,1,1,0
46359,6,Delhi,iOS,8,5.403146853146853,1,0,1
59846,5,Mumbai,Web,7,2.8719646799116996,1,0,0
31401,14,Bangalore,Android,8,12.054126679462572,1,0,1
26512,15,Mumbai,Android,8,1.1694234925675975,1,0,0
919,2,Bangalore,iOS,5,0.03580333489169394,0,0,0
27055,23,Mumbai,iOS,7,1.0041941949372726,1,0,0
23329,12,Delhi,Android,4,1.12787661960936,0,1,0
21294,5,Delhi,Android,5,1.1235160660581438,0,0,0
11380,17,Delhi,Web,2,0.5084670032616951,0,0,0
27960,22,Bangalore,Android,6,0.7045483180042837,0,0,0
11750,1,Mumbai,Web,8,1.092718311168976,1,1,0
53461,12,Mumbai,Android,3,1.7914083704721375,0,0,0
54163,12,Delhi,Android,10,47.22144725370532,1,0,1
725,12,Mumbai,Android,8,0.0557220813158097,1,0,0
38793,18,Delhi,iOS,8,62.0688,0,1,1
27482,6,Mumbai,Android,10,1.0449826989619377,1,1,0
37722,13,Mumbai,Android,4,7.643768996960486,0,0,0
59082,7,Mumbai,Web,5,1.4577709788053,0,0,0
423,13,Bangalore,Web,4,0.010083673031538296,0,1,0
7403,19,Bangalore,Android,9,0.29134199134199135,0,1,0
2700,7,Delhi,Android,2,0.140625,1,1,0
31746,2,Kolkata,Android,7,4.916524701873935,1,0,0
51143,16,Mumbai,Web,3,1.0691096849718837,0,1,0
35888,15,Mumbai,iOS,4,11.595476575121163,0,0,1
57008,3,Delhi,Android,6,2.4619105199516325,0,1,0
38019,23,Kolkata,Web,4,1.4987582291954114,0,0,0
43886,18,Delhi,iOS,10,54.51677018633541,0,0,1
30263,8,Mumbai,Web,3,2.2790119737932075,0,1,0
14568,7,Delhi,iOS,3,0.6550654256036692,0,1,0
362,17,Kolkata,iOS,7,0.013652649443711107,0,0,0
29927,16,Mumbai,iOS,4,0.7325353698536251,0,1,0
12173,10,Bangalore,iOS,3,0.33877880440832686,0,1,0
32333,1,Kolkata,iOS,9,1.7083905738138012,0,1,0
26437,0,Delhi,Android,2,3.852666860973477,0,1,0
43605,23,Bangalore,Web,1,1.39362076128991,0,0,0
27203,18,Delhi,iOS,7,16.260011954572622,0,0,1
23800,5,Bangalore,Web,7,0.478796169630643,1,1,0
26929,1,Mumbai,Android,7,1.0269229302520688,0,0,0
43760,23,Mumbai,Web,2,2.49401573008093,1,0,0
29076,0,Bangalore,iOS,2,0.6232530223784618,1,0,0
50904,17,Bangalore,iOS,2,1.533761185935099,1,0,0
42518,12,Delhi,Web,10,1.8693339195427567,1,0,0
28497,7,Kolkata,Android,1,0.6089753178758415,0,1,0
56346,5,Kolkata,iOS,3,4.281936317349342,0,0,0
13339,8,Bangalore,Android,6,0.3001642701230901,1,1,0
35058,9,Mumbai,Web,5,1.1221073520468585,1,0,0
55774,1,Mumbai,Android,4,1.3708400924150814,0,1,0
34457,13,Delhi,Android,2,0.8868327585319401,0,1,0
40954,8,Mumbai,Android,1,3.7476207906295755,0,0,0
17408,15,Mumbai,iOS,5,0.400967407578026,0,0,0
40922,5,Bangalore,iOS,8,1.1135844127571568,1,1,0
5726,14,Bangalore,Web,6,0.17276128409365193,0,1,0
59867,5,Kolkata,Android,10,3.0956616164227726,0,1,0
26481,13,Kolkata,Web,7,0.6748986925605933,1,1,0
2891,17,Mumbai,Web,1,0.06870736982199302,0,1,0
59852,11,Mumbai,Android,9,1.5622667119104174,1,1,0
17008,19,Delhi,Web,1,1.5923602658927067,0,0,0
3499,0,Delhi,Android,6,0.1641028046149517,1,0,0
48439,20,Delhi,Web,5,1.1053580393409703,0,0,0
39979,8,Mumbai,Android,8,1.7850158503370988,0,1,0
58675,16,Mumbai,Android,10,1.896289832590007,1,0,0
28329,21,Bangalore,iOS,2,4.429174484052533,0,0,0
57639,3,Bangalore,Web,3,3.196661305529366,1,1,0
39726,5,Bangalore,Android,5,1.7524372491067095,1,1,0
26545,15,Kolkata,Android,8,0.6230196915999718,0,0,0
9461,21,Kolkata,iOS,6,2.509549071618037,1,1,0
1588,15,Bangalore,Web,6,0.5167588675561341,1,0,0
7602,8,Bangalore,Android,4,0.16185832605872208,0,0,0
59593,11,Kolkata,iOS,7,3.989356004819922,1,0,0
32664,21,Kolkata,Web,6,3.5205863332614786,0,0,0
52259,5,Delhi,Android,4,53.16276703967446,0,0,1
59237,8,Mumbai,Android,8,3.3017669026252716,0,0,0
35616,23,Mumbai,iOS,1,2.3998382858297957,1,0,0
9932,2,Mumbai,Web,3,0.4245351570848472,0,0,0
15931,13,Mumbai,iOS,5,0.6159288613957085,1,1,0
44894,7,Delhi,Android,5,1.1721058952535115,0,0,0
53402,12,Bangalore,iOS,4,11.083852220838523,0,0,1
6770,7,Kolkata,Android,8,0.26692425974845246,0,0,0
44918,13,Kolkata,Android,3,1.7990948051427884,1,0,0
29414,21,Mumbai,Web,4,2.0097021044001093,0,1,0
48277,4,Delhi,Android,8,2.0810845762565737,0,0,0
53093,18,Delhi,Web,1,1.2481604250417284,1,0,0
31164,16,Delhi,iOS,4,0.7255541069100391,1,1,0
41148,21,Kolkata,iOS,9,0.8703413849993654,0,0,0
29740,5,Mumbai,Web,3,0.8069680360340804,0,1,0
56162,8,Bangalore,iOS,7,3.1731736256285665,1,1,0
260,0,Kolkata,iOS,1,0.005550692769155228,0,1,0
9047,5,Kolkata,Android,10,0.46397251141084156,1,0,0
37373,16,Delhi,iOS,9,1.0048936570675702,1,0,0
2217,18,Delhi,iOS,7,0.0710918710918711,1,0,0
27190,0,Delhi,Web,10,1.1580561352698155,0,0,0
42246,2,Delhi,Web,8,19.67675826734979,1,1,1
48883,20,Delhi,Web,4,3.1701037613488974,1,0,0
23698,9,Mumbai,Android,6,1.2369121561668146,1,0,0
25017,6,Delhi,Web,4,0.5334001407219462,1,1,0
16088,15,Kolkata,iOS,8,0.6722380076884507,0,0,0
57976,5,Delhi,Web,5,2.390861478823869,1,0,0
31364,11,Mumbai,Web,7,2.514551431091157,0,0,0
40065,20,Delhi,iOS,2,0.9164207781513758,1,0,0
37382,3,Kolkata,iOS,5,2.8498894564305863,1,0,0
1748,22,Delhi,Web,10,0.1562807331247206,0,1,0
26664,2,Delhi,iOS,4,3.877272066307983,0,0,0
16384,16,Bangalore,iOS,8,2.825802000689893,1,1,0
22492,14,Bangalore,iOS,3,29.517060367454068,1,1,1
49623,8,Bangalore,iOS,7,1.1815281316221815,1,1,0
12510,13,Kolkata,iOS,9,5.332480818414322,0,0,0
13924,21,Kolkata,Web,8,5.068802329814343,0,0,0
43629,6,Mumbai,Android,10,1.9500737496089036,1,0,0
25858,13,Bangalore,iOS,6,1.3294601542416453,1,0,0
33872,16,Mumbai,Web,3,1.0808258080985353,1,0,0
41869,2,Kolkata,iOS,1,2.299610040094469,1,1,0
10609,13,Delhi,Android,2,1.039384735965514,1,1,0
39164,6,Bangalore,iOS,5,2.820597767374865,0,0,0
44685,3,Bangalore,Web,1,1.3913192390322882,1,0,0
58310,20,Delhi,iOS,4,1.9251213311763347,1,1,0
32106,11,Kolkata,Android,10,5.729122055674519,0,1,0
41231,15,Mumbai,Android,4,2.2119635193133047,0,0,0
9182,4,Bangalore,Web,6,0.4513591898933294,1,1,0
10059,9,Kolkata,iOS,4,0.6238913353594244,0,1,0
7716,8,Mumbai,Web,7,0.1910184680893202,1,0,0
30893,14,Delhi,iOS,4,4.089621392639661,1,0,0
39245,13,Mumbai,Android,2,0.9006104277583992,0,0,0
39534,5,Kolkata,Web,2,1.153031761308951,1,1,0
12528,10,Kolkata,Android,5,1.0687595973383381,1,1,0
17216,23,Kolkata,Android,2,1.867042620106279,1,0,0
37575,23,Mumbai,Android,10,0.850574972835929,1,0,0
47335,0,Mumbai,Android,7,0.9921608082332474,0,1,0
47112,5,Kolkata,Web,1,1.826967076433862,1,1,0
20145,10,Delhi,Android,4,0.4697446659671214,0,1,0
2822,17,Kolkata,Web,4,0.15459625287608195,0,1,0
39125,18,Mumbai,Android,10,1.3307823129251701,1,1,0
45313,1,Delhi,Android,8,1.5340058905176208,1,1,0
48735,1,Mumbai,Android,1,1.5030532938564027,1,0,0
29031,9,Mumbai,Android,7,4.949028298670304,1,0,0
13108,20,Mumbai,Web,10,0.2669055812343467,0,0,0
41328,15,Delhi,Android,9,4.345284407528125,0,1,0
28648,13,Mumbai,Android,10,0.5732580942089887,1,1,0
31536,20,Delhi,iOS,9,1.494384684641994,1,1,0
28027,23,Kolkata,Web,6,1.0932246362678941,0,1,1
36797,9,Bangalore,Web,3,0.8521769337656322,1,0,0
12075,15,Mumbai,iOS,3,3.1667977970102283,1,1,0
32812,3,Bangalore,Android,6,1.7235003676856813,0,0,0
49916,14,Kolkata,Android,7,1.3551242025247727,0,0,0
10878,18,Mumbai,iOS,7,0.6087978509066487,0,0,0
29683,16,Kolkata,Android,9,0.6386325006992405,0,1,0
6666,18,Kolkata,Web,9,0.29868267765928846,1,1,0
38331,7,Bangalore,Web,1,1.0981521272024066,1,0,0
32969,12,Mumbai,iOS,7,1.544143131469252,0,0,0
39214,16,Delhi,iOS,7,17.116542994325624,0,0,1
36315,1,Bangalore,Web,7,1.2156462357312623,0,0,0
31549,14,Kolkata,Android,8,1.052861671950609,1,1,0
16840,4,Kolkata,Android,10,0.8425898128690084,1,0,0
105,10,Mumbai,iOS,8,0.004608497191011236,0,1,0
43527,19,Delhi,Web,2,0.9294285958319098,0,1,0
25030,23,Kolkata,iOS,6,0.8645344017684443,1,1,1
11415,0,Mumbai,Web,8,0.2639916743755782,1,0,0
57034,19,Bangalore,Android,1,2.061817655990167,0,0,0
771,15,Mumbai,Android,7,0.09409323895533317,0,0,0
32810,22,Delhi,iOS,3,3.049256505576208,0,1,0
29364,20,Delhi,iOS,8,2.3157728706624607,1,0,0
32399,13,Bangalore,Android,10,0.7590787685675461,0,0,0
36680,16,Kolkata,Web,4,3.579234972677596,1,1,0
12005,16,Bangalore,iOS,8,0.3594526618360381,0,0,0
40336,20,Kolkata,iOS,7,0.8773845518021447,0,0,0
14174,6,Delhi,Android,8,0.3268986830877096,0,1,0
29942,11,Kolkata,Android,6,4.067653851378889,1,1,0
47197,4,Mumbai,Web,10,2.629505822051368,0,0,0
26131,17,Kolkata,Android,5,1.874668197144702,1,0,0
58169,0,Mumbai,Android,3,9.570417900625205,1,1,1
13696,1,Delhi,iOS,1,1.7171514543630892,0,1,0
21206,21,Kolkata,Android,10,6.982548567665459,0,1,0
26036,9,Mumbai,iOS,8,0.8731931448502532,1,1,0
12935,10,Kolkata,iOS,7,0.2970217456198765,1,0,0
39366,7,Mumbai,Web,6,9.963553530751708,0,0,0
3171,22,Mumbai,Android,7,0.28014842300556586,0,0,0
1916,22,Mumbai,Web,3,0.09986448451996248,0,1,0
2688,0,Kolkata,Web,3,0.05857485290913053,1,1,0
34018,22,Bangalore,iOS,5,2.758961881589619,0,0,0
848,17,Mumbai,Android,8,0.48209209778283113,0,1,0
30335,9,Bangalore,Web,4,0.6873074134493384,0,0,0
9421,22,Mumbai,Web,1,0.45994239125128156,1,1,0
37405,1,Kolkata,Android,1,4.348407347128575,1,0,0
8947,1,Kolkata,Android,5,0.33165288949846167,1,1,0
48645,5,Mumbai,iOS,10,2.2062225044219694,1,0,0
22631,4,Delhi,iOS,3,0.6986601630032107,1,1,0
57998,12,Bangalore,iOS,3,3.204132368377438,1,1,0
26525,9,Mumbai,Web,4,4.402489626556017,1,1,0
44781,23,Mumbai,iOS,5,2.4175889434756788,0,1,1
49001,18,Delhi,Web,9,1.0591146846496347,1,0,0
33490,5,Mumbai,iOS,7,1.0275527736867942,1,1,0
54329,9,Mumbai,Android,5,4.935858998818933,0,1,0
34927,14,Mumbai,iOS,2,0.7696901582264534,1,1,0
34186,4,Bangalore,Web,6,0.8453302341682946,1,1,0
7146,16,Kolkata,Web,2,0.14774536357433787,1,0,0
37085,10,Delhi,Android,1,1.4016554539269785,0,0,0
35428,2,Bangalore,Web,9,0.9367035058960393,0,0,0
40851,20,Mumbai,iOS,3,0.8504600907690386,1,0,0
51050,23,Delhi,Android,3,1.064806123938844,0,1,1
42891,9,Bangalore,Web,8,3.3932753164556964,0,1,0
18867,1,Delhi,Web,4,1.1057906458797326,0,0,0
44357,1,Kolkata,iOS,7,1.8014458027047882,0,1,0
11011,0,Bangalore,iOS,3,2.5376814934316663,0,1,0
40421,12,Mumbai,iOS,4,2.0914265017850675,1,0,0
37676,5,Kolkata,iOS,2,0.9039998080476042,1,1,0
26448,5,Bangalore,Web,10,0.6265665347895099,0,1,0
22934,0,Bangalore,Android,3,3.7194291274732403,1,1,0
35747,20,Bangalore,iOS,3,1.786992601479704,0,1,0
42054,17,Delhi,iOS,2,2.7291842429748847,1,0,0
32485,10,Mumbai,iOS,8,0.6926291550286774,0,1,0
13794,0,Kolkata,Web,5,0.6723860589812333,0,0,0
5543,12,Delhi,Android,9,0.17441238475818885,1,1,0
29550,14,Kolkata,iOS,3,8.949121744397335,1,1,1
7456,15,Delhi,iOS,10,0.1893443039260501,0,0,0
1213,2,Delhi,iOS,9,0.035831388650931974,1,0,0
36262,23,Bangalore,Web,5,0.9207058524819094,1,1,1
57567,10,Bangalore,iOS,9,11.465245966938857,1,0,1
50377,21,Kolkata,Web,9,3.165179693390299,1,1,0
47209,12,Kolkata,Web,4,1.0436387752846248,1,0,0
57584,4,Delhi,Android,5,1.2353370232119105,1,1,0
43312,13,Bangalore,Android,10,1.0327872761523238,0,1,0
7952,9,Bangalore,iOS,4,10.64524765729585,0,0,1
21760,7,Kolkata,iOS,3,1.1657559198542806,0,1,0
55325,21,Bangalore,iOS,4,1.6220059221906242,1,0,0
2039,11,Kolkata,Web,3,0.06418004406672961,0,0,0
51033,15,Kolkata,iOS,7,4.506623101377605,0,1,0
21592,19,Delhi,Android,10,25.432273262661955,1,0,1
1946,11,Mumbai,Web,6,0.07383517984519654,0,0,0
34731,5,Mumbai,iOS,5,14.642074198988196,0,0,1
44035,23,Kolkata,Web,2,2.023853295339645,0,0,0
50292,9,Mumbai,iOS,3,5.265626635954351,1,0,1
24695,20,Kolkata,iOS,2,0.5292428366301622,1,1,0
30608,1,Mumbai,iOS,7,7.002516586593456,1,0,1
59996,3,Delhi,Web,7,1.2561450525522382,1,1,0
19535,19,Bangalore,iOS,7,0.5117223313686968,1,0,0
7600,9,Delhi,iOS,6,1.8581907090464547,1,0,0
54093,6,Bangalore,Web,8,2.662057086614173,0,0,0
47829,4,Mumbai,Android,8,1.0594059405940595,1,0,0
3710,0,Delhi,iOS,9,0.10973409447188619,0,0,0
11329,20,Kolkata,iOS,8,0.5017716361059439,0,1,0
31978,3,Mumbai,iOS,3,0.7362604471254576,1,1,0
13798,2,Mumbai,iOS,7,0.7854499914612626,1,0,0
29819,5,Kolkata,Web,5,1.421848178523746,1,1,0
34924,19,Kolkata,Web,1,0.7977158519872087,0,0,0
48633,7,Mumbai,iOS,2,1.5189742949058314,0,0,0
39037,18,Mumbai,Android,6,1.3643099290532275,0,1,0
37388,7,Delhi,Web,1,8.503070275187628,1,0,1
44642,5,Mumbai,iOS,2,0.9670724838611845,1,1,0
53668,11,Bangalore,iOS,5,4.43940772603193,1,0,0
44309,17,Delhi,Android,8,1.1836565688945877,1,0,0
44491,20,Delhi,iOS,5,2.5986215758425324,0,1,0
32843,22,Bangalore,Web,5,0.7008599901837349,1,0,0
46451,5,Delhi,Android,2,1.1588414329907195,1,1,0
26185,19,Mumbai,Android,7,0.7697848071495766,0,0,0
19098,22,Kolkata,Android,8,0.5462345908531877,1,0,0
7703,13,Kolkata,Android,1,0.780366730827677,0,1,0
3015,19,Bangalore,Web,8,0.08329189457981104,0,1,0
19888,4,Kolkata,Web,5,0.4340841627379082,0,0,0
3971,7,Kolkata,Web,7,0.4932919254658385,1,1,0
36414,3,Kolkata,Web,4,10.475834292289989,0,1,1
7183,6,Kolkata,Web,10,0.23924990840355728,0,1,0
